!MOLECULE
 C2H        
!MOLECULAR WEIGHT
 25
! NUMBER OF ENERGY LEVELS
 102
! LEVEL + ENERGY(CM-1) + WEIGHT + N_J_F
     1       0.0000       1.0    0_0.5_0
     2       0.0015       3.0    0_0.5_1
     3       2.9130       3.0    1_1.5_1
     4       2.9141       5.0    1_1.5_2
     5       2.9169       3.0    1_0.5_1
     6       2.9171       1.0    1_0.5_0
     7       8.7393       5.0    2_2.5_2
     8       8.7402       7.0    2_2.5_3
     9       8.7450       5.0    2_1.5_2
    10       8.7454       3.0    2_1.5_1
    11      17.4788       7.0    3_3.5_3
    12      17.4797       9.0    3_3.5_4
    13      17.4865       7.0    3_2.5_3
    14      17.4870       5.0    3_2.5_2
    15      29.1315       9.0    4_4.5_4
    16      29.1324      11.0    4_4.5_5
    17      29.1412       9.0    4_3.5_4
    18      29.1418       7.0    4_3.5_3
    19      43.6970      11.0    5_5.5_5
    20      43.6978      13.0    5_5.5_6
    21      43.7088      11.0    5_4.5_5
    22      43.7093       9.0    5_4.5_4
    23      61.1748      13.0    6_6.5_6
    24      61.1756      15.0    6_6.5_7
    25      61.1886      13.0    6_5.5_6
    26      61.1892      11.0    6_5.5_5
    27      81.5645      15.0    7_7.5_7
    28      81.5653      17.0    7_7.5_8
    29      81.5804      15.0    7_6.5_7
    30      81.5810      13.0    7_6.5_6
    31     104.8655      17.0    8_8.5_8
    32     104.8662      19.0    8_8.5_9
    33     104.8834      17.0    8_7.5_8
    34     104.8840      15.0    8_7.5_7
    35     131.0770      19.0    9_9.5_9
    36     131.0778      21.0    9_9.5_10
    37     131.0971      19.0    9_8.5_9
    38     131.0977      17.0    9_8.5_8
    39     160.1984      21.0   10_10.5_10
    40     160.1991      23.0   10_10.5_11
    41     160.2205      21.0   10_9.5_10
    42     160.2211      19.0   10_9.5_9
    43     192.2287      23.0   11_11.5_11
    44     192.2295      25.0   11_11.5_12
    45     192.2530      23.0   11_10.5_11
    46     192.2536      21.0   11_10.5_10
    47     227.1671      25.0   12_12.5_12
    48     227.1679      27.0   12_12.5_13
    49     227.1935      25.0   12_11.5_12
    50     227.1941      23.0   12_11.5_11
    51     265.0126      27.0   13_13.5_13
    52     265.0133      29.0   13_13.5_14
    53     265.0410      27.0   13_12.5_13
    54     265.0417      25.0   13_12.5_12
    55     305.7639      29.0   14_14.5_14
    56     305.7646      31.0   14_14.5_15
    57     305.7945      29.0   14_13.5_14
    58     305.7952      27.0   14_13.5_13
    59     349.4200      31.0   15_15.5_15
    60     349.4207      33.0   15_15.5_16
    61     349.4528      31.0   15_14.5_15
    62     349.4534      29.0   15_14.5_14
    63     395.9796      33.0   16_16.5_16
    64     395.9803      35.0   16_16.5_17
    65     396.0145      33.0   16_15.5_16
    66     396.0151      31.0   16_15.5_15
    67     445.4413      35.0   17_17.5_17
    68     445.4420      37.0   17_17.5_18
    69     445.4783      35.0   17_16.5_17
    70     445.4790      33.0   17_16.5_16
    71     497.8037      37.0   18_18.5_18
    72     497.8044      39.0   18_18.5_19
    73     497.8428      37.0   18_17.5_18
    74     497.8435      35.0   18_17.5_17
    75     553.0652      39.0   19_19.5_19
    76     553.0659      41.0   19_19.5_20
    77     553.1065      39.0   19_18.5_19
    78     553.1072      37.0   19_18.5_18
    79     611.2242      41.0   20_20.5_20
    80     611.2249      43.0   20_20.5_21
    81     611.2677      41.0   20_19.5_20
    82     611.2683      39.0   20_19.5_19
    83     672.2790      43.0   21_21.5_21
    84     672.2797      45.0   21_21.5_22
    85     672.3247      43.0   21_20.5_21
    86     672.3254      41.0   21_20.5_20
    87     736.2279      45.0   22_22.5_22
    88     736.2286      47.0   22_22.5_23
    89     736.2758      45.0   22_21.5_22
    90     736.2764      43.0   22_21.5_21
    91     803.0689      47.0   23_23.5_23
    92     803.0696      49.0   23_23.5_24
    93     803.1190      47.0   23_22.5_23
    94     803.1196      45.0   23_22.5_22
    95     872.8001      49.0   24_24.5_24
    96     872.8008      51.0   24_24.5_25
