!MOLECULE
OH
!MOLECULAR WEIGHT
17.0
!NUMBER OF ENERGY LEVELS
24
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J, F,+/- , e-state 
  1        0.000000          3.0    3/2 1-  2PI3/2
  2        0.001800          5.0    3/2 2-  2PI3/2
  3        0.055600          3.0    3/2 1+  2PI3/2
  4        0.057400          5.0    3/2 2+  2PI3/2
  5       83.724200          5.0    5/2 2+  2PI3/2
  6       83.724700          7.0    5/2 3+  2PI3/2
  7       83.925400          5.0    5/2 2-  2PI3/2
  8       83.926000          7.0    5/2 3-  2PI3/2
  9      126.293000          1.0    1/2 0+  2PI1/2
 10      126.293500          3.0    1/2 1+  2PI1/2
 11      126.449000          1.0    1/2 0-  2PI1/2
 12      126.452000          3.0    1/2 1-  2PI1/2
 13      187.493700          3.0    3/2 1-  2PI1/2
 14      187.494100          5.0    3/2 2-  2PI1/2
 15      187.752600          3.0    3/2 1+  2PI1/2
 16      187.755000          5.0    3/2 2+  2PI1/2
 17      201.932400          9.0    7/2 4-  2PI3/2
 18      201.932700          7.0    7/2 3-  2PI3/2
 19      202.380800          9.0    7/2 4+  2PI3/2
 20      202.380800          7.0    7/2 3+  2PI3/2
 21      288.772800          5.0    5/2 2+  2PI1/2
 22      288.773400          7.0    5/2 3+  2PI1/2
 23      289.044200          5.0    5/2 2-  2PI1/2
 24      289.046600          7.0    5/2 3-  2PI1/2
!NUMBER OF RADIATIVE TRANSITIONS
95
!TRANS + UP + LOW + EINSTEINA(s^-1) + FREQ(GHz) + E_u(K)
  1    3    2      1.283e-11           1.612231      0.1
  2    3    1      7.070e-11           1.665402      0.1
  3    4    2      7.663e-11           1.667359      0.1
  4    4    1      9.355e-12           1.720530      0.1
  5    5    2      1.361e-02        2509.935440    120.5
  6    5    1      1.225e-01        2509.988150    120.5
  7    6    2      1.361e-01        2509.949010    120.5
  8    7    6      1.081e-10           6.016746    120.7
  9    7    5      1.525e-09           6.030748    120.7
 10    7    4      1.368e-02        2514.298730    120.7
 11    7    3      1.231e-01        2514.353490    120.7
 12    8    6      1.559e-09           6.035093    120.7
 13    8    5      7.850e-11           6.049084    120.7
 14    8    4      1.368e-01        2514.316705    120.7
 15    9    1      3.520e-02        3786.169979    181.7
 16   10    7      1.941e-13        1270.165938    181.7
 17   10    2      2.933e-02        3786.131713    181.7
 18   10    1      5.868e-03        3786.184885    181.7
 19   11   10      1.076e-09           4.660242    181.9
 20   11    3      3.491e-02        3789.179790    181.9
 21   12   10      7.597e-10           4.750656    181.9
 22   12    9      3.835e-10           4.765562    181.9
 23   12    5      1.652e-14        1280.947346    181.9
 24   12    4      2.909e-02        3789.214990    181.9
 25   12    3      5.819e-03        3789.270142    181.9
 26   13   10      2.122e-02        1834.735510    269.8
 27   13    9      4.243e-02        1834.750420    269.8
 28   13    5      8.983e-03        3110.932283    269.8
 29   13    4      7.482e-03        5619.199951    269.8
 30   13    3      3.741e-02        5619.255079    269.8
 31   14   10      6.365e-02        1834.747350    269.8
 32   14    6      8.384e-03        3110.930118    269.8
 33   14    5      5.989e-04        3110.944115    269.8
 34   14    4      4.040e-02        5619.211783    269.8
 35   14    3      4.489e-03        5619.266911    269.8
 36   15   14      1.855e-10           7.749909    270.1
 37   15   13      9.320e-10           7.761747    270.1
 38   15   12      2.133e-02        1837.746600    270.1
 39   15   11      4.266e-02        1837.837020    270.1
 40   15    7      8.834e-03        3112.663410    270.1
 41   15    2      7.354e-03        5628.629057    270.1
 42   15    1      3.677e-02        5628.682228    270.1
 43   16   14      1.029e-09           7.820125    270.1
 44   16   13      1.149e-10           7.831962    270.1
 45   16   12      6.398e-02        1837.816820    270.1
 46   16    8      8.245e-03        3112.715010    270.1
 47   16    7      5.888e-04        3112.733492    270.1
 48   16    2      3.971e-02        5628.699267    270.1
 49   16    1      4.412e-03        5628.752438    270.1
 50   17    6      5.128e-01        3543.779370    290.5
 51   18   16      3.623e-18         425.036280    290.5
 52   18    6      2.442e-02        3543.786523    290.5
 53   18    5      4.884e-01        3543.800640    290.5
 54   18    4      3.581e-11        6052.068188    290.5
 55   19   18      2.625e-10          13.433930    291.2
 56   19   17      9.203e-09          13.441417    291.2
 57   19    8      5.160e-01        3551.185250    291.2
 58   20   18      9.115e-09          13.434637    291.2
 59   20   17      3.381e-10          13.442114    291.2
 60   20   14      4.304e-15         446.291042    291.2
 61   20    8      2.457e-02        3551.186067    291.2
 62   20    7      4.914e-01        3551.204240    291.2
 63   20    2      3.192e-11        6067.170184    291.2
 64   21   18      2.932e-03        2603.402323    415.5
 65   21   14      3.478e-02        3036.258820    415.5
 66   21   13      3.130e-01        3036.270660    415.5
 67   21   12      1.925e-11        4866.255497    415.5
 68   21    8      3.743e-03        6141.153753    415.5
 69   21    7      5.240e-02        6141.172094    415.5
 70   21    2      1.739e-03        8657.137870    415.5
 71   21    1      1.565e-02        8657.191041    415.5
 72   22   18      1.047e-04        2603.420133    415.5
 73   22   17      2.827e-03        2603.427610    415.5
 74   22   14      3.478e-01        3036.276630    415.5
 75   22    8      5.347e-02        6141.171563    415.5
 76   22    7      2.674e-03        6141.189905    415.5
 77   22    2      1.739e-02        8657.155680    415.5
 78   23   22      4.230e-11           8.118051    415.9
 79   23   21      5.962e-10           8.135870    415.9
 80   23   20      2.849e-03        2598.103553    415.9
 81   23   16      3.481e-02        3036.574560    415.9
 82   23   15      3.133e-01        3036.644780    415.9
 83   23   10      1.239e-10        4879.142024    415.9
 84   23    6      3.656e-03        6155.324713    415.9
 85   23    5      5.118e-02        6155.338710    415.9
 86   23    4      1.693e-03        8663.606378    415.9
 87   23    3      1.524e-02        8663.661506    415.9
 88   24   22      6.204e-10           8.189587    415.9
 89   24   21      3.122e-11           8.207402    415.9
 90   24   20      1.017e-04        2598.175081    415.9
 91   24   19      2.747e-03        2598.175778    415.9
 92   24   16      3.481e-01        3036.646100    415.9
 93   24    6      5.222e-02        6155.396241    415.9
 94   24    5      2.611e-03        6155.410238    415.9
 95   24    4      1.693e-02        8663.677907    415.9
!NUMBER OF COLL PARTNERS
2
!COLLISIONS BETWEEN
2 OH-pH2 from Offer et al. (1994) + Offer priv. comm.
!NUMBER OF COLL TRANS
276
!NUMBER OF COLL TEMPS
5
!COLL TEMPS
   15.0   50.0  100.0  150.0  200.0
!TRANS + UP + LOW + COLLRATES(cm^3 s^-1)
    1    4    3  1.9E-11 1.8E-11 1.5E-11 1.3E-11 1.1E-11
    2    3    1  2.8E-11 3.2E-11 3.1E-11 3.0E-11 2.9E-11
    3    3    2  6.8E-12 7.7E-12 7.4E-12 7.1E-12 6.7E-12
    4    4    1  4.1E-12 4.6E-12 4.5E-12 4.2E-12 4.0E-12
    5    4    2  3.1E-11 3.5E-11 3.4E-11 3.3E-11 3.2E-11
    6    2    1  5.1E-12 9.0E-12 1.4E-11 1.8E-11 2.0E-11
    7    7    3  4.7E-12 3.1E-12 2.9E-12 3.5E-12 4.0E-12
    8    7    4  1.1E-12 1.2E-12 1.2E-12 1.2E-12 1.2E-12
    9    8    3  3.8E-13 5.8E-13 5.4E-13 5.0E-13 4.8E-13
   10    8    4  5.4E-12 3.7E-12 3.6E-12 4.1E-12 4.7E-12
   11    7    1  2.5E-12 6.2E-12 9.0E-12 1.1E-11 1.1E-11
   12    7    2  6.6E-12 9.0E-12 8.8E-12 8.6E-12 8.3E-12
   13    8    1  4.0E-12 5.3E-12 5.0E-12 4.8E-12 4.5E-12
   14    8    2  5.0E-12 9.8E-12 1.3E-11 1.4E-11 1.5E-11
   15    8    7  5.0E-12 8.3E-12 9.8E-12 1.0E-11 1.0E-11
   16    7    5  9.7E-12 1.3E-11 1.4E-11 1.3E-11 1.3E-11
   17    7    6  1.4E-12 2.1E-12 2.1E-12 2.1E-12 2.1E-12
   18    8    5  9.7E-13 1.5E-12 1.5E-12 1.5E-12 1.5E-12
   19    8    6  1.0E-11 1.4E-11 1.4E-11 1.4E-11 1.4E-11
   20    5    3  3.7E-11 3.9E-11 4.6E-11 5.2E-11 5.5E-11
   21    5    4  2.0E-11 2.1E-11 2.3E-11 2.5E-11 2.6E-11
   22    6    3  9.9E-12 1.1E-11 1.1E-11 1.2E-11 1.3E-11
   23    6    4  4.7E-11 5.0E-11 5.8E-11 6.5E-11 6.9E-11
